,tweet,
221,Was gonna say #highschool anthem but whom I fooling not myself this is my life anthem #depression #anger #bipolar #Trauma #memory #musictherapy  https://t.co/Ntxs4KzhBo,2
222,harlem shake the depression away,2
223,"Also no one talks about how if you live with your family, the JUDGEMENT you feel/face from your parents and other family members for carrying dishes or garbage out of your room.  Its like, im finally doing this thing, but you’re STILL judging me. So not only do i have depression",1
224,"Apparently, homeless people haven't yet overrun the expensive, gleaming, just-opened Moynihan station in Midtown Manhattan  Locals and commuters rejoice  Some local media enters a deep depression",2
225,"some of you are sick wishing de@th ,sltshame,bodyshaming and making fun of depression over kpop",2
226,Gonna be a depression like we haven't seen since the great depression,1
227,"@OptimaKay On top of depression and just things sucking lately, I’ve def been better 🤧 I lost my sense of smell and taste today 🥺",1
228,"@fuhelias @Kidxfx Things like just because you’re sad one day you should turn to pills, and to just “ get over it” people have it worse things like that. She just didn’t understand the difference between depression and being sad. We’ve talked it out and she’s super supportive now❤️",1
229,"Thinking back, people were outraged at Drake for speaking on Cudi’s depression a couple years ago on Two Birds, One Stone, for like a day then loved him again when he dropped a new song",2
230,@laurenzennser @PatrickGruska In other words - utter fucking depression. Constant.,1
231,"This is my brain, except also depression jumps in to tell me I’m worthless for not getting the things done.",1
232,@1ofakindTIP Liquor made me stay outta my depression when my grandma passed an still do.,1
233,"@freakyartdeco @Jems02BZ @jshlszl Si je peux me permettre de donner mon avis, il a pas tord ; même si la dépression ça arrive aux meilleurs il n’y a que les plus faibles qui arrivent jusqu’au suicide. Vous voyez le terme faible comme une insulte et c’est pour ça que vous le prenez ainsi",2
234,"@Ahmedkajin @Depression__D تحليل بمحله ,,",2
235,@kiiingkrystal The embodiment of depression  https://t.co/t9SszBKgXa,2
236,"Another day, another depression nap 😴🛌💤  https://t.co/Hhs6liF0ii",1
237,@blizzb3ar Pretty sure my Anxiety and Depression are sticking around regardless of my Sexuality. Sorry you had to deal with that.,1
238,"@candicechetta I have very bad anxiety and depression, and honestly that stuff doesn't mess with me. Diet does. High sugar diets or high carb diets absolutely exacerbate my symptoms. I think you'll be ok.",1
239,everybody is a mental health advocate until it’s not about depression and anxiety,2
240,"@TomGrif51982038 @Anontloudeac My point of view to say that Miyazaki is an ""abusive father"" to Anno is becouse each time they collaborated in some project Anno had an mental break or depression when it ends.",2
241,Over thinking causes depression.,1
242,Mel C reflects on depression battle as she tells fans to ‘never be embarrassed’ about mental health   https://t.co/VFA74YNVer,2
243,@kymtje that's depression,2
244,Let @JoeBiden @KamalaHarris @AndrewYang @BernieSanders we need this and to fund this we'll have to look back to the 1930s depression and use similar funding methods #TheElites 💰🏦🧐 to keep revolution/disaster at bay  #StayWoke 🙏🏾 #Merica 🇺🇲😎✌🏾  https://t.co/nYSSlRtspv  https://t.co/1ISjVGqjxv,2
245,ANYWAYS ENOUGH DEPRESSION LETS TALK ABOUT DIMILETH! dimileth moots hello,2
246,like yes i’m happy they’re kinda doing their job but...? all these years of trauma and depression,1
247,"@RockLeeSmile I agree with this, but I do wish I knew how to more effectively communicate ""your depression and emotions are valid, but getting aggressive is not. Stop being an asshole."" It always comes across as dismissive, even if all you're doing is trying to include them.",2
248,@NFLUK Depression town,2
249,"Be sure to listen to the L and G Podcast on all good platforms like @Facebook , @SoundCloud  , @Twitter , @tumblr and @instagram  were we will be talking about mental health , depression and anxiety. Be sure to listen or to follow us go to @GaryTur92760820 #MentalHealthMatters",2
250,Curing every bugs depression in Hollow Knight by refusing to squish them.    https://t.co/Aur8JAmq5Y,2
251,“Having Empathy means having Emotions!” “I cry to fill.” #empathywines #depression #growth #livingmybestlife #winemoms #winelover #thejourney,0
252,Gorilla glue #4 1)Helps with.         2)Feelings *Stress.                    |Happy *Pain.                        |Relaxed *Depression.           |Uplifted *Anxiety.                  |Euphoric *Insomnia.               |Sleepy 👉 https://t.co/O6x83ZVusM  https://t.co/qfF85VTYV2,2
253,The depression that hits after making your friends laugh hits different  https://t.co/E3II4oX6H7,1
254,"Does depression fully ends. Like after one goes through depression, can it still happen again?",1
255,"CW: depression, sadness  Spent most of yesterday crying on and off. Feeling purposeless and down on myself. Today is better and I’m taking it one moment at a time.",1
256,"bro i have major depression, i ain't gonna spend HOURS on voting",1
257,"Un footballeur sur deux connaît une phase de dépression dans sa carrière, Mbappe est en plein dedans en ce moment",2
258,"TW // ANXIETY , DEPRESSION   ""fck you my child is completely fine ""  your child still love and adore you even though you are the reason of their anxiety and depression)",1
259,"please my mom doesn't believe in teens having mental health problems because ""what do you guys have to be sad about"" and talks shit abt my aunt taking pills for her depression you think i would even want to risk asking her to go to a therapist",1
260,Me trying to escape my own depression today.  https://t.co/vpd7gOMQI9,1
261,@grinchposting Brian Wilson suffered from extreme bouts of depression WAYYYYYY before the Manson stuff,2
262,@michaelrosenbum you and all your guest especially @StephenAmell and Tom welling have really inspired me to pursue acting and also self improvement and look inside my self to be a better person and kick my depression! So thank you for doing what you do rosy!,0
263,"If you don't have this book in your library, you're missing Central High School students' personal essays about depression, abuse and the power of redemption. These stories and images spoke to me as an educator, parent, and woman.  https://t.co/pXClCWmiQQ",0
264,@Ahmedkajin @Depression__D فعلاًوالله,2
265,"Im really trying rn, i’m even googling depression and anxiety herbs or supplements i can get without prescription. But I feel like it’d be better now for them to lock me up, something i’m extremely terrified of. So much terror and uncertainitx in my veins rn.",1
266,"@DidierMaisto Tous les chemins mènent au confinement.  Meme le confinement mène au confinement.  Confinement 2, pas de vitamine D, pas de sport, dépression, effondrement système immunitaire , + contamination, confinement 3.  Sacré piège pour les humains avec injection permanente de variants.",2
267,This was my Saturday ❤️ so far in 2021 I’ve been really happy  No depression no worries just pure happiness 🥺👉🏾👈🏾  https://t.co/kwpF8CEoxd,0
268,@idkvich @ZakVsTheWrldFCB @YeezusMaraj he’s dead fwm every other day . and if you can’t understand x idk what say to you issa lot of artists that’s way harder to understand . x didn’t even do drugs while he was famous he was on probation . and why is rapping about depression a bad thing?,2
269,@flouchimmy Leaving this app to embrace my depression 🚶🏻‍♀️,1
270,@IvyParksJimin One direction was a good ass group but majority of their songs as well were all about love and girls. Meanwhile bts song speak on anxiety depression and hardships as youth. Like I don’t see why there is much of a comparison. One direction had their turn,0
271,"@lizvlx Wieso nicht bitte? Es hat seit Langem nichts mehr mit Wissenschaft und Hausverstand zu tun. Impfung läuft im Schneckentempo, Hospitalisierungen sind niedrig, Testungen hat man gut im Griff, und Wirtschaft sinkt in die Depression.",2
272,I can't even fault Iyabo Ojo for the IG outburst because she has her own problems and relationship counseling is very sensitive likewise those in her DM might be suffering depression at the time they slide in her dm. Regardless everyone need to take charge of their life. Own it✌,1
273,Dog owner 'completely broken' as pet who helped him cope with depression is stolen during attack  https://t.co/NfLMwKalgo,2
274,"@JohnJew40051316 @SpicyPurritos @lockedoutofvenu @trashcrumpet @MizTeeFranklin I experienced something similar. I was ""too young"" to have the problems I wanted checked out. Oh, and depression causes aches and pains.... F you, doc. People without chronic pain don't understand that we learn to live with/ignore pain that we have consistently. I'd never get",1
275,"he hurt and he cries , but you can't see the depression in his eyes because he just smile .",1
276,Msk t’es en dépression c’est bien 👍🏾,2
277,"wait guys i think the “funk” is actually real depression atp 😁 as soon as i stopped w my spiritual routine, my mentality crumbled ... but i have no energy to get back at it ........... i want to scream👩‍❤️‍💋‍👩",1
278,When u bump into ur friend while on ur depression walk and they also were taking a depression walk i-,1
279,ITS SNOWING ITS FINALLY SNOWING I AM ALIVE MY DEPRESSION LEFT THE BUILDING,0
280,"I cannot express the rage &amp; hatred &amp; unspeakable pain &amp; heartbreak that washed over me when my last boss pulled me aside to ""talk"" and I had to tell her I had been really struggling with my depression lately. And she said, ""Really? You don't seem depressed. At all!""",1
281,"@AyAy_Ron69 Soon depression and sucidality will become normal, and we'll be popping anti depressants like we tic tacs.",1
282,"tw // eating disorder, depression, mention of suicide  this is so fucked up... please block and report.",2
283,Having a bad day today like.... really really bad. My depression is really bad today and I did something really stupid :((,1
284,last week on today I weighed myself and I was 135 today I weighed myself and Im 127 🤦🏽‍♀️ depression is eating my ass up,1
285,"The lifetime prevalence of depression in Fibromyalgia is 90%, Why are we still blaming the victims here?   https://t.co/kRkK8hdk9D via @chronicmom1",2
286,"@riverti03 @CouzPenelope @CASCALES47 @Unfanlyonnais @OstregaLuca @Mediavenir Y a jamais eu autant de décrochage scolaire et de dépression, sans parler de la prise de poids de certains (j’en fais parti j’ai pris 7kg depuis mars) mais au calme notre seul souci c’est de pas boire un verre?? Allez vous faire enculer sérieux.",2
287,"The opposite. This is worse than an economic depression. It's a hole [sic] new category.  Without SNAP, stimulus checks, and generous family and friends, we'd be completely screwed. Now just precariously screwed.  Inflation, banks and sadistic building management are vicious.",2
288,@RamyOskar3 @Depression__D فترة جميلة قاعدة استمتع فيها 🥺🤍,2
289,"Depression is like the flu, you can gain tolerance towards one strain of it while 500+ more strains are just chillin in the back",1
290,these pics i just took give meerkat vibes. hair depression is real☹️,2
291,Dog owner 'completely broken' as pet who helped him cope with depression is stolen during attack: Dog walkers are increasingly being targeted by violent criminals intent on stealing their high value pets to sell on for profit....@GBNews24_7,2
292,game/video warning: do not watch this if you have anxiety or depression. seriously. it will mess you up. im not joking. your brain will never function the same way again. you should stop watching my mentally ill ass: wow thats super interesting. anyways-,1
293,"my brain is like, “i know a place” then takes me into depression",1
294,If I ever loose my battle to depression know that I tried,1
295,"God damn it, have some self-respect dude! this song is like pee on my mouth, I'll drink it all up! cut my flesh, I'll cook it for you, slap me &amp; I'll cherish it! this song is just #pathetic. this kind of song creates #depression, crime, &amp; chaos in society.  https://t.co/oc2RbkJw4E",2
296,hey does anyone else wanna call my depression room pathetic?? my mom already did &lt;33,1
297,"might get depression, lost 2 friends which i was very big friends with.",1
298,"@yeahrightgirlhg Maybe not altogether a bad thing, due to fast-food's negative effects (things, cardiovascular disease, colorectal cancer, obesity, high cholesterol, insulin resistance conditions and depression) and burden on healthcare system.  https://t.co/vPfr6VXeyJ",2
299,a nutritious depression meal,0
300,"I’m honestly proud of myself just now, I felt a huge wave of depression hit and was about to just lie down but I took a deep breath and just looked past it like i never felt it and cut on music, now I’m a lot better.  https://t.co/ZRvj1s6lDH",0
301,yeah supernatural is giving me the same depression the 100 gave me,1
302,Remember the days when everyone was battling pokemon instead of depression?,0
303,"@audrey0146 @Winning4Him @thehill We’ll need large scale cult de-programming. If cult followers don’t want to be de-programmed, it can take years. PTSD causes depression/anxiety/myriad of seriously debilitating interpersonal problems. Think about that: 73 M crazy ppl w|more psych problems. We should be scared.",2
304,"@BTDTHub Alaye Dipo, you cannor coman give someone depression becoz you don achieve your goals in the first working week. If person drink sniper coz he no achieve now, una go dey speak in parable",2
305,COVID 19 = NOSE MASK 😷 =BROKEN HEART Is not easy Suffocating level 😭😭😭 #MaskUp #COVID #WearAMask #BurnaBoyEgbonCass #davido #Depression,2
306,nind bi nhi aarhi perha bi nhi ja rah Ab To Mere Khwabon Mein Bhi Online exam aa rahe hai😭😭😭😭🥺 #Depression  #NUMLiansBoycott_PhysicalExams,2
307,y’all I think I can get my depression under control this year 🤞🏼,0
308,@frankieplsrelax fuck I love depression shopping,1
309,@thatgirlwithbpd @ceenxx I relate so much to this.. 22 years old &amp; panic disorder &amp; depression has set me back years :( x,1
310,@ImCriss @Colbywinters @ShaeBilston1 @kathyhyoung2 @FlindersEmma @JohnnyGivesADam @michaelpope0510 @mdotfur They would have continued with the show if Stephen was in. I mean he had panic attacks and I think depression after. He actually got a panic attack during a podcast he did and he agreed to leave it in the podcast. It was tough for him in the show and after the show.,2
311,"So I found one of those depression thingys This is surprising, but at the same time, it's not  https://t.co/aIQBE5Ih3u",1
312,@paulwesley hey just wanted to say that in 2020 you basically got me out of my depression and anxiety and I just wanted to say thank you 💗😊,0
313,Summer&gt;&gt;&gt; seasonal depression,2
314,@commie_Chick @nakedpastor Depression is so hard for so many people right now. ❤️,1
315,Sinking further and further into depression.,1
316,@lofcr1 Fire Manic Depression  Red House  Can You See Me,2
317,@KirbyF4r PSP because I like listening to the main menu theme I need my daily dose of depression  So that's why the psp version is best,1
318,"@LilyM_afterdark Wtg on doing therapy! Taking that step is the hardest for many.   Do you know if doctors do Ketamine infusions to treat depression in your country? I had them done for my RSD, which helped a lot, but they also helped my depression. They're used to treat depression too.",0
319,"@OliviaWrites I’m struggling very hard too. I have serious SAD, and General depression. Winters in Nebraska are frigid and grey. We often try to visit my husband’s family in Mexico. It always helps. Not this year. Huge hugs. It’s very hard.",1
320,"tw // eating disorder, depression  -  ANYONE WHO USES THE ABOVE AS INSULTS ARE DISGUSTING AND SHOULD GET HELP IMMEDIATELY. YOU DON’T JOKE ABOUT THAT AT ALL",1
321,This version of me wasn’t built overnight. This is pain. This is insecurity. This is abuse. This is depression. Dont ever question why i am the way i am. 💯,1
322,@POWReSports Power depression,2
323,Me provoquer pas je suis en dépression la 🤦🏿,2
324,"@drandrewb @DrsDefundPolice Now is the time for a #GuaranteedLivingIncome Past world crises such as WWII and the Depression led to substantial improvements in social security programs. Housing, food, healthcare, pharmacare, transportation and other insecurities can be resolved with this one thing",2
325,"@AnjaTkp Hauptaccount. Psycho (Depression und Borderline), Hund, Bibel/Gebet, je einen für Arbeit der Selbstständigkeit. Die anderen waren Betreuung von Firmen/Vereinen usw und ja, manchmal ist es das auch. Aktiv sind daher zZ nur 3, bei den anderen lese ich aber natürlich noch.",2
326,Depression and obsession,1
327,getting asked out on dates&lt;&lt;  my depression can’t handle another relationship lmaoo,1
328,@lilpixiecat Yes it is. Believe me I know how hard depression can strike and is. But you have a lot going for you. There is light. You can move forward... Like the world does. It only moves forward and never backward. Same as you.,0
329,Boredom... loneliness.. depression,1
330,"so, among the depression and suicidal thoughts has come a marginal increase in productivity. still not enough to over come it.",1
331,"@team_greenhalgh These are just empty words if nothing is put on paper. Less talk, more action and with a bit more urgency please. Thousands of leaseholders are on the brink of bankruptcy, homelessness, depression and suicide #EndOurCladdingScandal #WeWontTakeLoans",2
332,@Al33zay Un dastyab begrton na he depression main ane ka rasta dekhaya hai:),2
333,Att aldrig bli trodd &amp; aldrig få hjälp utan ständigt lämnas ensam i den värsta stunderna ökar bara på både stigman &amp; ensamheten &amp; den  depression och psykisk ohälsa man plågas av..,2
334,"I know all of us struggle with depression from time to time, and I would like for you to know that it is ok and asking for help is not a sign of weakness, but strength. I hope this scripture lifts your spirits and gives you peace. God Bless.  https://t.co/jfgSh81BKC  https://t.co/C12aZD8joh",0
335,Boh i have 208 followers in total why are non of u engaging my post? Y'all should give me reasons maybe I'm missing something. Cause these kind thing dey cause depression 😥,1
336,@peter_achebe 😂😂😂😂 this one fit cause depression o,2
337,"tw // eating disorder, depression, mention of suicide      this is so fucked up, pls report and block them",1
338,On va devoir se bouger l oignon aussi non on va finir en dépression lol 🕺🕺🕺🕺🕺🕺  https://t.co/WWPm7RIKy1,2
339,Mujhy yeh soch k depression ho Raha sharam phir nahi arhi. Kiya karu marti bhi Nahi 😭,2
340,#counselling #mentalhealth #depression #MentalHealthMatters #family #Friends #Marriagetherapy  https://t.co/FrDmEiYJcp,2
341,@skate4official_ if nobody says no i'm ordering this depression shopping,1
342,"мои high functioning anxiety/depression дошли до той стадии когда у меня буквально есть три минуты каждую неделю когда я плачу и позволяю себе говорить что меня беспокоит а потом смотрю на часы и говорю ""так, всё"" и иду заниматься делами",2
343,Varun shadi kar rha Aadha depression to meko isi s aa rha😭😭,2
344,"3 years ago i dealt with so many different things that i had no idea were issues that i couldn’t help or change about myself, now i know i suffer with anxiety &amp; depression but i also know how to better myself &amp; overcome my inner feelings.",1
345,"I wonder what someone who doesn’t have depression and anxiety feels like, I truly wonder",0
346,@snoopykoira Seasonal depression aber auch!,2
347,Starting my own small business shop is a lot of work but it has ease my depression. You’re just too busy to be sad now lol. 😅,1
348,"Tellement hâte de retrouver une vie normale, ça commence à être la dépression là",2
349,One of the most awkward things about always having music on while also being a person who suffers from mood swings and anxiety/depression is every once and a while you end up having a total crying mental breakdown to a very inappropriate song like What’s Your Fantasy by Ludacris.,1
350,@Julius_Kim We should sue him for increased anxiety and depression. Also for pain and suffering.,1
351,Crippling anxiety/depression/singleness day 878. Let’s play with #confetti #penises 🙌🏻🍾  https://t.co/BfiKScK8Lz,1
352,You guys are really in trouble :/ There's a big shadow on your soules... depression everywhere!,1
353,I'm finding the most recharging and re energizing Zoom social time I'm getting is when we have a project we can collaborate on or parallel play in some way. My Zoom fatigue seems to be with just talking (we're all depressed and feeding on each other's depression) and jackbox more,0
354,@RoselinBooks I love all the Stellar Eclipse main four but I admit I have a soft spot for Llewellyn. The depression man is such a mood and I want him to get help and be happy.,2
355,"Last year a time like this, my mind was filled with suicidal thoughts, I was so depressed I just wanted my life to end. Depression has really been a tough battle I’ve faced and I’ll never wish it for anyone. No one knew what I was going through but God did.",1
356,"@BeoBachter58 @intschu @barbaraTschirre Nicht wenn ich mich in einer sogenannten Doppeldepression (double depression) befinde (Rezidivierende depressive Störung) Dann nützt ambulant nichts mehr.  -&gt; Tritt auf, wenn jemand mit einer bereits vorhandenen Dysthymie zusätzlich eine Episode einer schweren Depression erlebt.",2
357,Note to myself: learn how to support your loved ones with depression,1
358,"@ReligulousVAR @Prex_Jr @funshographix Pls don’t generalize depression bcos it is a disease relative to ones way of handling stress, no matter how bad things get for some people, they can never get depressed, so speak only about ur self",1
359,@Depression__D رود الفولو,2
360,Ah man... depression sucks.,1
361,its so invalidating to people that actually struggle with depression like just stop,1
362,I would like the people of Twitter to know that I have only listened to driver’s license one (1) time today. Depression who baby 😤😤😤,1
363,Pin Depression Man🥰  https://t.co/aZltowXF2g,2
364,Anxiety and depression be hitting a mf out of nowhere.,1
365,Depression - cured🥺🥺🥰,0
366,@Tipss__ @Depression__D يمه مدري وش شفت اصوره.😭,2
367,it is MY seasonal depression and I get to decide how to cope with it  https://t.co/okk9DPZ0DR,1
368,"Anyways long story short, my depression is over and I’m ready to rejoin society ✌🏻  https://t.co/YEWuGdqo2S",0
369,"@PaulineDelas Mais oui, c'est la double peine sinon ! Soit on subit tous ensemble 3 semaines en reconfinant, soit on arrête cette mascarade où la moitié de la France s'amuse pendant que l'autre plonge dans la dépression 😭",2
370,"@keagan_titmuss @jefferson_wyatt In 2009, Obama inherited the worst economy since the Great Depression, have lost millions of jobs across the US. He began working to get those jobs back, in order to rebuild the economy. He later on proposed an increase in minimum wage, however, the congress was controlled (1/2)",2
371,@Al33zay Haha sem here But overthinking depression is not bcz of this  When a person is deeply hurt bcz of some people he could get mental idd or death:),1
372,"There's a reckoning to come eventually where we need to redefine the boundary of what ""professional"" means to include empathy and humanity. Telling someone struggling with depression that they're ""whining"" is disgusting and should be broadly accepted as such.",0
373,@Depression__D @KC6ll ولكن عند الله لا نهون 💔,2
374,僕の心の闇をマインドマップにしてみた  https://t.co/DPzJt2Zruk via @YouTube  #depression​ #melancholy​ #art​ #sculpture​ #essay​ #contemporaryart​ #painting​ #paintings​ #drawing​ #ドローイング​ #ペインティング​ #うつ​ #鬱​ #うつ病​ #鬱病​ #三行日記​ #マインドマップ​ #心の闇,2
375,"@Julius_Kim Severe anxiety, covid, my family being threatened and harassed, ulcers, depression...yea I think we should all file a class action",1
376,Cant spell depression without white claw,1
377,"@JoeBiden I’m thinking you are doing more supportive and scientific based than 45 - all 4 years. Also , the anxiety and depression centered around 45 Tweets and the COVID-19 killing far too many , one was too high. Kick it off Mr. President, we are ready to assist.",0
378,"@The_Moccasin_ @EnemyOfTheLeft @RRoll4ever @FreeLion7 @PatPenn2 @marylene58 @Lady2018Cat @jessjackie50 @FoundinNV @nfulmer0827 @DonnaWR8 @Easterndmondbk @P8riot_1776 @walkawayAUS @BluehandRising @MsSpy007 @GOP @RealJamesWoods @realDonaldTrump @TheDemocrats @anthonymentill4 @OANN @JudgeJeanine @GovMikeHuckabee @lupash8 It goes back to b4 the Depression, read Communist Manefesto it’s there",2
379,i can cure her depression,0
380,-make fun of: 1: the LGBTQ community 2: peoples skin color (colour?) 3: FAKE DEPRESSION AND HAVE GUCCI BRACELETS LMAO ---------------------------------------------------------------- -{character name} becomes a legendary princess thing -i FeLl In LoVe WiTh My BuLlYyYyYyYyYyYyYyYy,2
381,"Ofta när folk pratar om depression &amp; psykisk ohälsa så får man höra orden ""det här är tillfälligt,det går över."" Dom orden Hjälper Inte- när det inte går över utan bara fortsätter &amp; fortsätter &amp; ständigt återkommer igen &amp; igen-år efter år! Som att ständigt bli manglad&amp;ständigt😥  https://t.co/tOZrFp86md",2
382,Remède contre la dépression  https://t.co/VtGTo1xswa,2
383,Feel the depression setting in,1
384,Maar depression yone😒  https://t.co/ol2QzVlcvf,2
385,"@catturd2 Yes...with everything going on, from lockdown economic depression, to poor vaccination distribution, to the collapse of belief in a legitimate voting system that refuses to recognise biden...removing the Male, Female descriptions are paramount...insane...  https://t.co/arvvMDEWea",2
386,"@Eray1125 Yeah good points, but America has always had  times where it seemed like things were going to collapse: Civil War, Civil Rights Movement, Great Depression, WW2, etc.  But America always managed to bounce back, things look bleak, but a full on collapse is very unlikely",0
387,Haha slipped and posted my depression 😩 back to regular agro tweet content.,1
388,Dite vous dans ma classe ça justifie des soirées car « j’ai une pote en dépression on lui fait décompresser »   Mange tes morts,2
389,"Unstable cyclonic depression over the Sargasso Sea, collapsing past bouts of anxiety. Proceed softly?",2
390,"love seeing takes like ""[person] should simply do all the things severe, untreated depression makes it hard to do and then they would be doing better mentally"" from people who don't have mental illness",1
391,depression is procrastinating over something that takes you 10 minutes once you finally do it,1
392,"Winter blues got you down? Let NuuMe lift you up!  Adding NuuMe to your daily routine can help ease those symptoms of the seasonal blues, including seasonal depression, anxiety, and insomnia!  https://t.co/v5xfw9LKAK",2
393,Je suis en dépression wsh ma tl fait que de me rappeler que je peux pas aller au concert de Bts corona pin tamer ???????,2
394,"j’ai dis à ma mère que j’me sentais archi pas bien que j’ai l’impression de retomber en dépression, elle m’a dit vient jouer au poker... krkrkr je l’aime 😭",2
395,"There is no point treating a depressed person as though she were just feeling sad, saying, 'There now, hang on, you'll get over it.' Sadness is more or less like a head cold- with patience, it passes. Depression is like cancer. ~B.Kingsolver Enough adulting for today.  https://t.co/JV7i0BY0yk",1
396,"Les Facs doivent réouvrir, maintenant cela suffit, les étudiants portent les masques et ne sont pas plus inconscients que les autres. Sinon frustration, dépression sera un cocktail explosif pour beaucoup d’entre-eux, pour les familles et pour la société. Trop d’interdits!",2
397,These are not all of the stops but it's a start and can help you start calming down.  #panicattack #attack #episode #anxiety #depression #panic  #anxious #worried #deepbreaths #mentahealth #selfcare #selflove #anxietyattack #depressed #healing #mentalhealthawareness #love  https://t.co/1ywHsjfbtD,0
398,@Palchamon Depression is like.... ur mind wanting death but ur body still advocating for preservation,1
399,And now everything taste like water 🥲. Goodbye confort good. Welcome depression. #COVID19,1
400,"Depression, anxiety, mental health issues on the whole.",1
401,Seasonal depression took a while but it’s here,1
402,En vérité la musique mène plus a la dépression qu'autre chose nous laissant croire à une fausse joie éphémère,2
403,I thought I was good. All I did was walk into a new type of depression.,1
404,‘Depression is our porn...imagine the sexual tension between you and your depression’😃deep...quoted by someone wise,1
405,A lesson many americans will learn during the coming financial crisis is that #poverty isn't #racist   Hope you like depression,1
406,@pedalsingh He may not admit it but if Fosun cant see it that's poor of them. If they or the medics feel their is a problem then make the decision for him. Depression is horrid and money dont buy happiness. Look at Gary Speed,1
407,"""Before you diagnose yourself with depression or low self-esteem, first make sure that you are not, in fact, just surrounded by assholes."" – Sigmund Freud",1
408,Frugal Living Tips From The Great Depression  https://t.co/8fwin9Tn3h,2
409,My depression really getting to me this month ... and all I can do is drink,1
410,@emaraven11 @thot_piece Not to mention that it’s a whole other layer of depression and anxiety in the sheet cake of life lol,2
411,@OliviaWrites Hugs. I'm so sorry you are struggling.  I have been really struggling too. The endless fog here is really affecting my seasonal depression on top of the pandemic on top of the near collapse of our government has got me down for the count. I've barely moved from my couch all week.,1
412,@SkySportsPL Eriksen must be going through depression or something because I still can’t understand this !,2
413,"Me: *not eating cuz I'm sad and then getting nauseous and lethargic cuz I didn't eat*  Mother: *throws thermometer in my face*  Me: No mother....its not covid, just depression 🙃",1
414,"@pjputh @ali_oats Amen on the DI front. Depression shouldn’t = uninsurability, but it definitely increases exclusions. And how many docs get through residency WITHOUT dealing with depression?",2
415,"The five stages of grief are: denial, anger, bargaining, depression, and finally acceptance. Thus, a massive wave of anger and depression is likely next. If that’s you, take heart; when the storms rage, the Gospel is a very real, “anchor of hope” for our souls.",2
416,"@CTVNews Nothing makes sense anymore, planes come and go non-stop out of Toronto with people and politicians going on vacations while others loose jobs, people are falling deeper into debt and depression, but that’s ok they are saving lives just destroying everyone else’s in the process.",1
417,"Last night I had a horrible headache. I don’t normally get headaches or migraines. My partner; “ Aw babe all your fairy dust is gone. You’re so tired.” And I thought, “oh my god, is this what being completely human feels like?!”  #getyourgrooveback #depression  #findyourmagic",1
418,@el_momoomo La dépression c'est une maladie neurologique... ça n'arrive pas juste parceque y a un confinement de 3 mois.  Ce qui peut t'arriver c'est juste une petite déprime. C'est passager et pas grave,2
419,"@sushiday My childhood: THIS IS AWESOME YA: Ok....ppl were definitely on acid making this Today: This is probably the most awesome take on mental health issues, starting with depression and fear",2
420,"I’m guessing my phone screwed up the formatting like it always does on these, but  “seasonal endless depression lockdowns” seems spot on.",1
421,one year ago i was feeling the exact same way i am feeling today and right now. depression and anxiety suck i fkn hate it here lol  https://t.co/GAwnwjS5XJ,1
422,I walked by one of my favorite venues today on my depression walk it closed down a few months ago and I had a good cry outside anyway I miss live music,1
423,"@fuckyuo19 @ZakVsTheWrldFCB @YeezusMaraj I used to have a big playlist of his music but all he do is talk about drugs, girls, and depression. There is nothing that can change my mind. Especially he says slurs every other day  https://t.co/arKjLqAzCA",2
424,"depression ended free 28,583 rank hopes it lasts until I decay back up into 180k  https://t.co/mz97JypnkX",2
425,A yandere a day keep depression at bay #6  https://t.co/zASfoxePjO,2
426,@thehicklife Anybody who knows anything about mental illness knows this page is unrealistic. When I’m suffering from depression I don’t wanna call anybody I just wanted to be left alone,1
427,"@SouadH9 @NoemieCarmen @InfernoSchnapp @LeStagiairite Et du coup, les milliers d'étudiants qui sont au bout du rouleau (dépression, tentative de suicide etc)  à cause du distanciel, e suppose que ce sont aussi des ""profs rétifs aux changements"".",2
428,"Researchers at @OhioState reviewed studies and found stress, depression and poor health behaviors can impact how the body responds to vaccination. Ensuring we are physically and emotionally healthy is important as we prepare to receive the #COVID19 vaccine  https://t.co/4LcR2ZXzvq",2
429,Is my bed so comfortable that I just never wanna leave or is it the depression again hmmm,1
430,"@Pastor__West @APRYLCARLISSA I have been begging for help on Twitter because I want to survive, someone should look my way and help me please, my life is about to be over, if you can do anything to save me please I need it, Twitter help me I don't want to be a victim of depression and then RIP 🙏🙏😥",1
431,"@brianlilley Hey brain, why don’t you do some actual reporting instead up bullying ppl with a different opinion that what you’re paid to say. Report on OD deaths, suicides, divorces, the increase of anti-depression drugs used during the pandemic. That’s a real story, not your bullying",2
432,"Depression sucks, folks.   Be ok with being honest with how you feel and be ok with being vulnerable with others.",0
433,lemme just pray my depression away thank you!! 😩🙏🙏💯‼️,1
434,"@specialtoasted @sallyhunt666 @ChrisThibodea15 @briebriejoy @aaronjmate When you consider we're in the COVID epidemic, the worst economic crisis since the Great Depression, lack of access to healthcare, genocidal foreign policy, etc., there being a small threat against press freedom is trivial. Press freedom in the US is still very good for world",2
435,"i’ve struggled with depression and anxiety from a very young age, i’m so thankful to be completely out of the mindset i was in for so long.",0
436,acabo meu spotify gente it's depression time !,2
437,"@colonelhogans Do you meditate? Go for a walk? I only ask because I too live with depression and anxiety and have been alone for 6 years now. I became reclusive, not sure why. The best thing I ever did was educate myself on the subject. Don’t punish yourself. Take care.",0
