,tweet,
215,@tony_pancake Two of them point out the school is state and capitalist propaganda. For such statements Chumlo wants to use the school apparatus for propaganda. The irony.,2
216,@SlyDessertFox Bold of him to assume Reconstruction was dad.,2
217,"@hommel_b Kinderen willen ook perspectief alleen zeggen ze t niet op die manier,die van mij weten heel goed wat ze willen. Ze willen naar school en met vriendjes en vriendinnetjes spelen,en les van de juf.",2
218,India is still backward. Marrying off young girls who should be in school. @INBreakthrough was doing a lot of community outreach programmes to help women and girls last time I checked. Hope to visit again soon.,0
219,@2cute2S @kaitlancollins No.... that idiot who was standing next to Rudy at the Insurrection Rally and who said @KamalaHarris couldn’t be VP because her parents were immigrants is available. He “resigned” from the law school where he was (God help us) teaching,0
220,"@theredmond Indeed. Part of why we pulled my kid from his Lutheran elementary school this year were the chapel lessons. A bit too exceptionalist for our taste.   That and their Covid plan of no-plan-at-all.  Oh and if you home school, good luck finding a real SCIENCE curriculum.",0
221,@schaney209 Its weird coz growing up i always considered y'all to be a basketball school. What a huge change. Its okay Baseball season is among us. LSU Basketball is not good for my heart im ready for more stability.,0
222,@JBla174 @IamTheImmortal @CarlosCondit He looked so good.,0
223,I’ll never understand why parents by school pictures lol.,2
224,@bop_tot Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,2
225,"@andrewflood Indeed, if you look at the mobility trends  the workplace mobility level is the same as it was during last lockdown when schools were out. Surprisingly since construction is also closed, more people going into the office than necessary it seems.",0
226,@Ivrsunoo Exactly goddd I just actually hate everything about school,1
227,@jjjove Maybe just your posh Sydney school? 😂,0
228,also my classmates would literally order food inside the school every friday and would even ask the teachers money to do it I MISS THEM,0
229,"@rum_kaiser @Haris3342 So, your so-called civilized manner is to have 13 year old kid collects cans and begs for money in Taksim square (right next to Prostitute houses) instead of going to school so he can feed his family?  https://t.co/KjLGqm484r",2
230,I had two nights of shooting stars but school kept me so busy!!! 😣😭😖😤,0
231,@mxpx1981 @itosettiMD_MBA @ParmelinG I know what you mean and for the Sake of my swiss kids i want to believe in hom! Please believe me! But it was me not you spending CHRISTMAS TIME WITH KIDS ISOLATED AT HOME! Because The real call of closing EVERYTHING before Christmas never came! &amp;Schools r still open!!,0
232,@catoletters It won't be vaccine injuries and deaths.,2
233,"Lenawee Christian vs Suttons Bay High School Football   Cougars vs Norsemen  LIVE STREAM:  https://t.co/YsTS5XKR4f The Suttons Bay varsity football team has a neutral playoff game vs. Lenawee Christian (Adrian, MI) on Saturday, today",2
234,"A lot of the people I went to high school with are all for Trump.  But, honestly I watched you struggle in school.. It all makes sense now. 🙂  #education #Biden #BanTrumpSaveDemocracy #Democrat",2
235,@RobinDrummond Snow and PJs go well together! Big hellos to the PJ kids! 😊💕,2
236,"Strange how many people legit think most folks go to law school bc they have a ""love of law and the Constitution"", feels more like it's for power and $, and the power to manipulate law on your behalf, are you really surprised ppl w/law degrees planned, aided and abetted?  https://t.co/jmHZaaSrk5",0
237,this girl i met in middle school said i got cute bitch i been cute..,0
238,There's more than $150 billion available to help you pay for school. Don't wait! Apply now:  https://t.co/nlVKq90aUw false,2
239,@LouiseK26792983 Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,2
240,"Lmao Arron Rodgers tried to give us two picks and just said ""nope""",2
241,"Once knew a girl in secondary school, she said we were such good friends that we should stay friends and have our kids date instead 🤦‍♂️🤦‍♂️ Fat L 🤦‍♂️  https://t.co/NBipJsoxwT",2
242,"@GTechTaber Hau’oli la Hanau!! Enjoy studying! Pau with school for me! (UH at Manoa, Class of 19...I forget)",2
243,@akkii_kidscoach たのしみ🤤💕,2
244,HEY WTF WHO TOLD ME TO READ THE JJK PREQUEL?!?!?! IM UGLY CRYING,2
245,@PatMcAfeeShow @AaronRodgers12 is a unicorn. He mythical. Magical. Legendary. Extends plays like deleted scenes. Makes plays like Shakespeare. Throws the ball like LGM. Throws on the run like a suspect fleeing police. Pumpfakes like a Bully in a high school fight.,2
246,@down2LARSgirl @sesamerafflez @datbitj @GracieJazmin @lovee_lanii My grad school experience was similar except I got sick and took a incomplete. Its crazy how many obstacles try to hinder and keep us from our goals. Im glad we are able to overcome them.,2
247,@GrayRoseInBloom @BrandonRobert_s A fun ass school Lmaoo,2
248,Always enjoy @IanWright0 on #MOTD. But not as much as we enjoy this photo of when he returned to his old primary school #sheshootsshescores  https://t.co/0TQj4OBPv3,2
249,if you drank burnett’s in high school you don’t have to worry about what’s in the covid vaccine,2
250,@PlanOnfire Starting out with this mindset makes life much easier rather than subsequently trying to cut back on the lifestyle you’ve built  Needs to be taught in schools!,0
251,@korieindahouse Watched this season with my sister when I was in elementary and she was in high school. It was my gay awakening.,2
252,And go to school with other kids. And watch Nickelodeon.,2
253,@kurteichenwald @NancyLeeGrahn Has he actually been hired by Uber and/or accepted to any grad school?,2
254,@clover_king_ I love blueberries !! (≧▽≦)౦ 💞💓💞✨,2
255,CMC fans Royalton is looking for people to help subscribe to their YouTube Channel so they can broadcast via YouTube live mobile. If your school is playing in Royalton this year it would be a great way to watch!  https://t.co/AeDo3HA2l0,2
256,"Have you ever wondered how your favorite beers are made? Thanks to @LexBrewingCo, now you can learn! On Jan. 12, the brewery started offering beer school for customers to get a behind the scenes look at the process. See below for more info! #NCAgriculture  https://t.co/GGzH7BQjwK",2
257,"@BleacherReport @ufc He took him to school 🏫, a hell of a lecture alright",2
258,@FSchaapherder @Dave_Ensberg @ChrisAalberts Dan kies ik voor de kinderen naar school en zo minder doden. Win win lijkt me.,2
259,Before having my little one I was a childcare practitioner and worked in nurseries since leaving school. However my dream job is now to be a midwife when the world goes back to some sort of normality and I can start the process 👩‍⚕️,0
260,@ogataslegs hes late for anime school!!!  https://t.co/9QUZS6S7aR,2
261,My farm and garden has given me 50x the investment I’ve put into it. That’s more than I can say about all these years in school and working for someone. 🧐🤔,0
262,@erlohman I’m pretty sure the Econ dept at my school is full of marxists!,0
263,". If you are looking for a high-quality, low-cost, self-study route to a reputable coaching qualification for you / your staff, why not take a look at the BASIC Coaching Method? . Hundreds of teachers and school leaders can't all be wrong! . More info at  https://t.co/N8n6sHYHK5 .  https://t.co/CmLYqnT3gT",2
264,"In high school, I made $10.25/hr as a performer at a theme park and didn’t work a tenth as hard as my friends in fast food for $4.75/hr. These takes are classist, ageist garbage. Service workers keep the economy running at any age and do the jobs you think you’re too good for.  https://t.co/RHwjt325Hx",2
265,@userr232677 everyone snorts paracetamol in school,2
266,"@DontHateTrav Yes. Nobody says ""Oh, well, you're a high school junior so you only have to do half of the job"".",2
267,@ABrightMonster lol well I decided not to turn in an audition for a school musical (all happening online) I don’t have what it takes.,1
268,Shaya!!,2
269,"@MFrance923 @realTuckFrumper @sparkle_that @realkatiejow @BetsyDeVosED Loan money, private schools money, money money!",2
270,More Disappointment For Families As The ‘Free School Meal’ Scheme Continues To Fail Children In The UK  https://t.co/VS22CbwDVS,2
271,@FeDoddy @SteveG06322664 @mrs_pickles @DaveW_1878 @LozzaFox A degree from YouTube University medical school of course.,2
272,@varsha_venkat_ @RobAnderson2018 A high school junior is limited to 20 hours a week during school unless they are in a co-op work program so yes.,2
273,"@Sflecce HOW CAN YOU CLOSE SCHOOLS BUT NOT DAYCARES. PLEASE EXPLAIN TO US WHY TEACHERS IN SCHOOLS DESERVE MORE PROTECTION THEN DAYCARE PROVIDERS. YOU ARE SCREWING THIS UP, AND WE ARE PAYING FOR IT. CLOSE DAYCARES. #COVID19 #closedaycaresNOW #closedaycares",2
274,"LIVE  Traverse City Central vs Mona Shores | Michigan High School Football | Live Stream  Jan 16, 2021  07:00 PM  Watch Live Here:    https://t.co/Z9PIoGGcv9  #Michigan High School Football  #highschoolBASKETBALL, #ncaaBASKETBALL",2
275,@OlayinkaNaheem @Cstories_catch School don start niyen padi mi,2
276,"@dhidalgo65 @_dmoser @TUMInitiative @urbanthoughts11 @kkklawitter @mmarginet @briceperrin @GusTransporte @LBallesterosM @UrbanDemog @AukeHoekstra Again: making travel so miserable that people stop traveling and then patting yourself on the back for ""reducing traffic"" is akin to a headmaster responding to a high rate of pupil test failures by closing schools so fewer pupils fail.",2
277,"@rebsidr Eu tô gostando muito da Mik até agora, os looks da Kahmora são tudoooo pqp mas tenho uma simpatia pela Tamisha ela tem uma vibe old school dragzona babadeira",2
278,in 4th grade our school took the entire grade to an island in our state for 2 days and i had so much fun 😭,0
279,Taking notes on catch me if you can just in case school don’t work out,2
280,Adding this to my ever growing list of reasons why getting a BFA was better for my business success than a formal business school ever could have been...,2
281,"Close coffee shops and nurseries during lockdown, voters say in new poll.  Yes! And don’t  force school nurseries to open ! And stop allowing employers to force workers in !   https://t.co/tJz47V0Ok5",2
282,@RitaPanahi I know someone who works in a private school in the UK. The Chinese boarders at the school were scared in early DEC 2018 that if they had cold like symptoms when they went home for Xmas they would be arrested when they got off the plane. None of the staff could understand.,2
283,i’m so ready for some new old school type Rihanna bangers,0
284,can we normalize not listening to bad songs as a joke? cuz i’m pretty sure that’s how we end up with dixie at 11M monthly listeners,2
285,@mzinini Hi @mzinini😉. Teaching and learning starts early in January – no delay in the start of the 2021 academic year!  https://t.co/0loJDLPx15  https://t.co/yewhy76UCb,2
286,@ChillNas_ @Wolvesin4 @_uzicar I love the old school pikachu,0
287,"Me puse a ver High School Musical The Musical The Series (nombre culiao largo) y no sé si soy yo, pero encuentro que como historia, desarrollo de personajes y todo, es bastante superior a las películas 🤔",2
288,We were taught constantly ask questions in school to properly differential diagnose.  Don't forget to apply these skills in life when solving your own pain points  - Money - Relationships - Career - Health/Wellness,0
289,some courses/subjects are actually irrelevant and should be scrapped and deleted from the schools curriculum..why should you know what is inside a grasshopper? like who does it actually epp..There are greater things and skills to teach these kids...just a waste of time🚶🏾‍♂️🚶🏾‍♂️,2
290,@Jade_Manasse @jabbathesutt I’m not confident about tomorrow at all. Then again I never am. Even when we were on top. Only time I was confident as fuck was May 1999. The Ince equaliser right at the end. School was torture the next day ffs. 😂😂😂,1
291,"Oh, and I worked an evening shift at little ceasars after school, but the schedule they gave me in the first day was going to interfere with graduation, so I quit and got the movie theatre job instead since they let me start the first day of summer vacation.",0
292,"Lenawee Christian vs Suttons Bay High School Football Playoffs Today 2021 Cougars vs Norsemen  LIVE STREAM:  https://t.co/YsTS5XKR4f The Suttons Bay (MI) varsity football team has a neutral playoff game vs. Lenawee Christian  on Saturday, today",2
293,"i don't normally do this but holy shit i need yall to see the most tone deaf instagram post i've ever seen during this fucking pandemic. it has me so angry, this is a girl i went to high school with. nobody was masked and she already travelled to florida in december.  https://t.co/dF3qeavcF8",2
294,i cant tell you how much my friends in high school would have benefited from a high minimum wage. i had so many friends who were homeless and couch surfing.,2
295,@KateClanchy1 She was an inspirational head teacher to me and my sister coming from a tiny rural state primary school outside Edinburgh and managing exactly  the right combination of terror and inspiration a head should have.,0
296,The way they treat you first week you come back from school tells a lot about the tweet,2
297,"Oxnard School District board learns that the ""World Economic Forum divided the skills students needed to be successfully prepared for the work force into Hard Skills and Soft Skills.""  https://t.co/pD0IHPUg0b page 66 Can you guess any of them?  https://t.co/L6IdprXGJh",2
298,Franklin varsity boys with a great inbounds play vs Moultonborough!  Zack Douville with the bucket 🌪  https://t.co/L0YUvMh2FG,2
299,"@Ian_Burnett_ For someone like myself who worked down the pit after leaving school.  I would personally like to thank anyone who shut that shithole down, and I wouldn't want my sons working down there. Since being made redundant from the mines I became an aircraft engineer in the Navy",0
300,@FakeHeadteacher I could guess at a few who would do this! So disconnected from their staff. Confusing leadership with ‘being a prat’.,2
301,I BOUGHT A NEW SCHOOL BAG AND IT’S SO SWAG,2
302,@beard_scotty_uk @ali_winchelsea Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,2
303,"Was listening to the radio on the way back from Lowes and ""Black Dog"" by Led Zeppelin came on and it threw me back to Vines High School and Plano Senior High when somebody played in on the jukebox everyday for 2 years.",0
304,As bun has said... OPEN THE SCHOOLS!!!  https://t.co/eWAiKk9b5A,2
305,@hippo_bakakaba スイカはちゃんと噛みましょう笑,2
306,"@_gabs_pikachu_ I casually go to a special needs school, Stan anxiety and adhddddd, we love them affecting our learningggg, so my entire school still does and they confuse me",1
307, https://t.co/DeNznyKdps,2
308,"@sins2hell it’ll fall on deaf ears, it won’t be as prevalent as “high school are the best years of your life, then it’s all downhill”",1
309,what if that drivers license song is just a really great marketing tool for high school musical the musical the series season 2?,2
310,"@yeportus_333 I have this feeling with four anime tengen topa guren lagan , acchi kocchi, GJ bu , usagi drop.  And surely with iruma kun in demon school    They all are special anime dats mark me and make me get extreme feeling",2
311,"INSIDE THE NUMBERS  - Counsel with 20, school record is 40 set back in 1980  - Gritt with a solid all-around effort (6 pts, 4 rebs, 4 asts)  - Ezeudu with 8 pts on 4-for-5 shooting  #yourCRAFT #PioneerTogether",2
312,"To steal 609 grandchildren, all must and clreca driving me so slowly through the country of school weather, so slowly",2
313,"Everyone who looks at this photo sees heroic women making selflessly brave decisions. It is universal. It is undeniable.  We heard a teacher say this week, they also saw “two young women who have lived through over 240 school shootings (over 20 a year) and most likely....  https://t.co/suTADRUFIa",0
314,I’m on some old school 2Pac and NWA today. What y’all listening to,2
315,"Lenawee Christian vs Suttons Bay High School Football   Cougars vs Norsemen  LIVE STREAM:  https://t.co/YsTS5XKR4f The Suttons Bay   varsity football team has a neutral playoff game vs. Lenawee Christian (Adrian, MI) on Saturday, today",2
316,"We received a phone call this morning letting parents know, that one of the teachers from Northwest Middle School has died. Please keep Mr. Hawk's family, fellow staff members and students in your prayers.",2
317,"@th_willenbrink #netflix hat in Frankreich einen ähnlichen old school TV Sender gestartet. Ich selbst mag on demand auch lieber, aber es scheint, als ob viele Menschen immer noch einen linearen Sender wollen/brauchen.",2
318,"@DontHateTrav If everyone's parents made living or better wages, the high school junior probably doesn't meet to work. And frankly, no one everyone would be better off if they didn't have to work through any part of their education, barring paid internships related to their education.",2
319,Here’s how the fast-growing company addressed its security problems and what lessons it learned along the way. https://t.co/Mun6AcFasD,2
320,"Cawthorn sounds like a specific type of high school bro who you would describe as ""fratty"" except they don't last long enough in college to get into a frat. And now he's in Congress, complimenting fascists!",0
321,@jennycohn1 @ZellaQuixote @charliekirk11 I believe we have a chapter of Turning Point right here in the Pennridge School District in Pa much to our chagrin.,2
322,"@AmberL_Evans @NicholasFerroni It’s 2 months of summer and we are on a 10 month contract. Also the contract does not pay us for school breaks, although it probably should since most teachers use that time to plan lessons and attend professional development.",2
323,@mothers_fucker bro é foda explicar. porque 2012 por exemplo ainda é new school era... agora tipo 2000’s pra baixo já é considerado velha escola. mas isso na Usa. aqui ouves um poetas de karaoke 2006 já é old school p crl,2
324,@johaine_ Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,2
325,#teaching  https://t.co/vZLXX77DRk  Liverpool A4 Calendar 2020 9781786678980 #LiverpoolA4Calendar2020 #Liverpool_A4_Calendar_2020 #student #review  https://t.co/dupfpErb7q,2
326,its 1:55am school starts in like 7hrs BSDJBFKSDJ,2
327,This is the year that we start seeing change for us. The year that we start to gain respect in this school. I've already seen major strides lately the opposite sex is finally acknowledging that I exist. Not even for me to do their homework for them. I think my charisma stats--,0
328,"@cfryenewsguy I think 1 here or there is ok. Have a missing piece or need a complimentary player fine. Also go for high major transfers not guys from ASUN or directional schools. Justin Smith good grad transfer. The guys from NKYU, New Mexico A&amp;M, North Florida School of Welding, not so much",0
329,@DAWNDRX my biggest incident was two 8th graders who threatened to shoot up the school. they were sarcastically joking but this was on their public story. One of those kids is normal now but the other once he got out of juvy abused their own mom and i dont think he is out lol,2
330,The way I force caffeine into my body is disturbing and impressive and residual trauma from art school,0
331,"University friends get married, I tell myself, it doesn't matter, they weren't my mates anyway but now my secondary school class mates are getting married. It's fine but it's weird! So weird!",0
332,[FACT]Bersekolah di Korea Kent Foreign School. Terakhir ia bersekolah di Hanlim Multi Art School.,2
333,@jerzcourtney i hate the fact that my freshman year of high school is considered a throw back,0
334,@BennyLUHG Was exceptional one of my favourite united players ever still remember his celebration he did with his hands to make a C. Did it at school the next day,2
335,I suspect this is a non-trivial part of the explanation for why the housing market (at least in our area) is completely locked up.  It's really hard to move when that entails switching your kid to a school you can not see.,0
336,"@FandomPesto Medical staff, at the best school in the country, refusing to heal a child after said child has serious major injuries and then blames the kid.  DOES THAT NOT SOUND WRONG TO YOU?",2
337,"@asanderford @OWHnews I see that now. Thank you. I know we all want the best for teachers, staff and students and that is tp have the vaccinated and in school.",2
338,@KimberlyFitch5 @benton1723 @paul_gattis @ALcomHuntsville @RepMoBrooks They probably thought Prager U was a real school,2
339,@summerfestiva19 @squad_sussex @laheca1 @OKMagazine @NikkiDPR1 what was the name of the ‘school’ they  both attended ? Please tell... oh wait .. you screwed up again’ 😂😂😂,2
340,When your broke on the school trip and your friend pays for your food:  https://t.co/Ciuvf4ni7y,2
341,"One glorious day, I will collect the mic and school the congregation.",0
342,Nate oats in his second year making Cal look like a high school coach 😂😂😂😂,2
343,"""Every M7 business schools–Stanford, Harvard, Wharton, MIT, Columbia, Chicago and Northwestern–has declined to participate in the ranking for the first time.""  #MBA #ranking #Economist @PoetsAndQuants    https://t.co/pnGrVfFzDP",2
344,It’s all about the snow forts and something pretty awesome at Mrs Burguete’s home. Fun! 😊❄️ @MsBPHI  https://t.co/vAvT9SxzeW,0
345,"...before my mum stopped for that coffee. Before he went home, they all met up and the resemblance was uncanny. My granda's dad was a bit of a lad, seems he'd had an affair with the wife of a sunday school teacher, not his only one. My granda had told my granny about being...3/6",0
346,Does High School Musical 3 have me in my feelings? 100% yes. Yes it does.,0
347,"I still need to read, but this came via sources I trust and seems to have big implications for moderately safe school attendance.",2
348,"ive been doing homework for the past 3 days and i still didnt finish it, im also scared i might not make it until the 18th because thats when school starts for me",1
349,Why does school start Tuesday!Can anybody STOP THIS?!?!?,1
350,queria ver high school love on mas não acho em lugar nenhum,2
351,@BitchieBootie @Yasgo_Store A school bathroom.,2
352,@PaulSteveSamuel I don’t think we do and I hate the culture here since Covid quarantines shootings and school shootings have dropped off the map I choose not to own guns and if I did it wouldn’t be war weapons and assault rifles they have no use it’s just a irresponsible power fantasy,2
353,"Lenawee Christian vs Suttons Bay High School Football Playoffs Today 2021 Cougars vs Norsemen  LIVE STREAM:  https://t.co/YsTS5XKR4f The Suttons Bay varsity football team has a neutral playoff game vs. Lenawee Christian  on Saturday, today",2
354,And that dude too,2
355,@free_school_D 白菜は生？(笑),2
356,"@MxOolong Mostly stacks and stacks of books/plays for school, but also Barbara Kingsolver, Elizabeth Peters, and Cristina García",2
357,im so jealous of people that go to college and meet their soulmate there because if my so is one of the guys that go to school with me im... not really... into it,1
358,@Rschooley Where’s the moat with alligators?,2
359,@Dem_4_Good @longhair_D1 @SoopremeKommand @WillOfCLE @lsrivers @Occamsreznor @DevinCow @clay_mcch Nope. High school and elementary. Suburban and cut public.,2
360,THE WAY ITS REAL AHHHHSHDIDIEJJDID,2
361,"@DontHateTrav in high school my dad worked at a gas station 40 hours a week and could afford his own apartment, which is nice because he needed to at the time  this is pretty modest in comparison",0
362,what if i were to ..hypothetically.. set my header to something from high school musical,0
363,"@debrairl The one on the right was my aunt. She ran before there was any school track programs for girls, her dad was her coach. Set the US record for the 400yd that stood for a really long time, ran in the 1964 Olympics.   Running like a girl is pretty cool.  https://t.co/AHQYzegfx6",2
364,"I'm so happy Tik Tok wasn't around when I was in school. Girls gossiping like ""he cant even hit the renegade""",0
365,I start a new full-time job this week and full-time school next week 😱,2
366,"@14Livi @nickyrodgers1 He looks like someone who’s been bullied at school and went fuck it, I’m gonna kick somecunts arse from now on",2
367,"A nurse said she was ""lost for words"" after school pupils clubbed together to buy pizza for staff at their local critical care unit. Tina Waltho tweeted a photo of pizza boxes which turned up this week at the Royal Stoke University Hospital. A bit of investigating revealed...",0
368,@__DanWright Some very helpful tips from a primary school teacher for parents who are homeschooling or teachers who are remote teaching during this lockdown! 💻📝📚 Please feel free to RT and subscribe!  https://t.co/7LjMN1qTPP… #homelearning,2
369,"I did not know my Uncle graduated from a TRADE school &amp; straight started working for Target Corporate working in computer sciences, airplanes, programming &amp; all type of shit. We real deal got some Geniuses in our family 🧠💡",2
370,"@PaulSteveSamuel England has 55.98 million, California has 39.51 million, California the strictest gun laws, yet the highest number of school shootings... maybe has nothing to do with the gun laws?",2
371,This will be me after dealing with that school  https://t.co/1Y2jM1VKG0,2
372,"I’m about to buy cowboy boots for lab, I really do be going to this farm school",2
373,"@renato_mariotti @CawthornforNC Yeah, that sounded creepy. This is why they need to teach Civics and American history in school again instead of Social Studies.",2
374,@MrB_Y3 I'm just starting this... love everything by @kmlarwood! He also has writing activities on his website-fabulous for primary school children (and aged teachers too!) 😊  https://t.co/aXYs6jP4Jy,0
375,"@FcbGregory Yes and no, but the ever present threat of school shootings anywhere is a deeply concerning trend",2
376,Hollywood asking for the EC to not follow the will of the voters in 2016,2
377, @ERobbPrincipal I would chuck the graphic organizer and the effort it takes to make it out the window. Pick up the phone and call some people in your school and district. Ask how they are doing and really listen. Call students. Email. Text. We are not okay.,0
378,"@Susan_Hennessey Covid shouldn't stop you, read the thread below on how to get your degrees from home school  https://t.co/Cwn8YZyN6t",0
379,@_EvilSoot congrats on 500!!   i just posted this just recently jhjsd  https://t.co/4eyqje4Znj,0
380,@karenebayne I can't imagine finishing a year online starting another school year online. My brain can only handle smaller concepts these days.,1
381,"Study shows extremely low rate of coronavirus transmission in school, 0% from child to adult  https://t.co/rgnnopGXZy",2
382,"Driving into work tonight and I’m held up by a learner driver. Now I understand that I was once a learner driver but my point is, is it essential in what’s supposed to be a lockdown? 🤔 It wasn’t a driving school but a private car, surely this isn’t an essential task? 🤷‍♀️",2
383,Coldwater junior Heidi Bruns broke the school record in the 100 yd breaststroke today at Fremont.  Congratulations Heidi.,0
384,GOOD MORNING i cant believed i wake up first try at my first alarm for a habbo raid and sleep through 20 alarms when its for school,0
385,The freshman took the senior to school!!  Yeaahhhh Max!!!!  @BlessedMMA #UFCFightIsland #UFC257  https://t.co/Isdfk8dMKf,2
386,"I had multiple work-study jobs in college that paid about $6.25/hour, and worked at the student newspaper for $7-8/hour I think? I worked three jobs all through college and two in grad school and still was solidly below the poverty line.",2
387,@__yellows @Waspapping_ Wai dan Allah kaga sarki yace maka 25 mutumin nan sanda aka haifeni I'm sure ya na senior class a secondary school😂,2
388,@tmiokas INDEED !!!!,2
389,@FBI @Leod11Dawn Why do all of these people look like those in the bottom percentiles of your high school class?? Jus sayin’.,2
390,"@darrengrimes_ You literally made some of this up, didn't you? I know for most of your followers it doesn't matter that you're a liar, but for the sake of your own self worth - just try and be better. And for what it's worth, schools have always done a fair bit of the heavy lifting.",2
391,@yu_yu_creator おはねこ🐱( '-' 🐱 )ﾈｺﾁｬﾝ,2
392,been to 2 secondary schools and all of them have one of these,2
393,this bitch,2
394,Week 1 of school is now done and im half excited and half fearful.,0
395,new pfp cuz it makes it look like he's looking at my tweets with disappointment 🤪  https://t.co/SZPtDWgKwg,2
396,Saturday night #stout is an old school choice. @dogfishbeer Vanilla World Wide Stout (2019) never disappoints. Big 17.5% ABV. Let it warm way up. @ephoustonbill @RealBMaxwell @lhtetrick @cellmavin @didjamaphone @JonMontag @badhopper @zappafaye @BarrelBourbon Big ABV Beer Cheers!  https://t.co/vqemYc41YM,2
397,@al_FF_red The school you cheer for***,2
398,"@OG_princessblue i’m doing alright:) I’ve been very ia, just school being a lot:// i missed you and missed talking to you while i was busy with school🥺",0
399,Switch the games with WWE No Mercy  and nWo vs Wolfpack and you’ve got my Friday nights after school set @primetimeklein,2
400,@MatteTicha @nickmangwana @MoHCCZim When I obviously did the wrong ethics unit when I went through medical school.   U have already conflated two words.   Ethical vs moral. Morals are personal. Is it morally correct to will death of hundreds and thousands of people because you are afraid of a jab?,2
401,My wife started at 22k and got a raise to a whopping 26k in Utah Public schools after moving districts and having several years experience.  Just brutal what we pay our teachers. Can’t even pay for child care with that.,2
402,I’m with you on this. The hits of @GreatBigSea got us through law school at Dal.,2
403,Schools with the most affluent intakes are nearly three times (29%) more likely to use donations to pay for digital devices compared with schools with the poorest pupils (10%). Source: Teach First*,2
404,"@NikkiHaleyfan93 Cry about it, nerd.",2
405,يا اخوان جاكيتات ال High school فين تتحصل ؟!!,2
406,"Equity for students, equity for families... But not for people who provide the labor that makes schools work.",2
407,Bulldogs lead Richmond 49-43 after 3,2
408,"A #mask #mandate would help keep the #'s down, &amp; our kids &amp; teachers wouldn't have to worry about getting #COVID19 sick at school. Learning is best when not worried about potentially life-altering illness. Too bad #Oconee Schools (#1 County) use a ""mask optional"" policy.😩#GA",2
409,"@ITSN0TJAMES @edweign @MichaelDaniels_ Ooh mate I'm sorry! Why are schools so excited to down play genuine injuries, like as if it's never gonna come to light someone is broken",2
410,"Kamiss pumasok sa school, yung ka uupo mo pa lang gsto mo na umuwi😁",2
411,@DomoWarren I mean people over 50 should have real jobs by then. These jobs are meant for younger adults going to school not a forever job,2
412,TBHK manga spoilers . Idk but Kou saying it felt like time stopped when he saw Mitsuba at school in the picture perfect arc sounded pretty gay to me,2
413,nursing school has really done a number on my academic self-esteem so i decided to take a lit class during interim and im. i mean the workload is badonkers and i'm drowning but  MAN did i miss getting shit like this back on my papers 🥴🥴🥴🥴  https://t.co/ietOwmEOEp,0
414,@RubeBait @RagnarDaneskold @StephenCanfiel6 What’s even funnier about that was when I first saw it I thought it said” when I was HIGH in school”! Lol,2
415,@bobdonttalk @docemercury bizaardvark e agora no high school musical do disney+,2
416,washing plates 5am in the morning before preparing for school😭,0
417,"I got alencia yesterday, and ervalen today on my daily summons WTF   And I didnt even summon anything after pulling alencia so essentially my next summon was another 5 star My luck is gonna plummet soon  https://t.co/8qHK1TM1Sa",2
418,@eclipsezarry i miss louis,2
419,good luck sa shs! i think we would be friends if i actually tried to apply in ur school,0
420,@free_school_D @pei_business @kyohei_1111 よし。勝った(笑),2
421,@connor_leex After my time you tit🙄you went to the catholic school I forgot 😂😂😂,2
422,@darlytheboy @lhilchrix 😭😭,2
423,"I just remembered how in middle school i saw my brother literally swallow a whole giant Quarkbällchen and i wanted to do the same, bc that's what i do best, so i unhinged my jaw n tried swallowing it whole while we were about to leave our flat but as soon as i stood outside ALONE",2
424,@MissSBorsberry @Missymusician81 @MikeHaines20 Maybe also appropriate equipment when schools budgets are limited.,2
425,Always nice to hear how lads from school are getting on  https://t.co/qwL7oXEtJ5,2
426,"i dreamt na gipamatay nako tanan tawo sa school without being known and they almost caught me as the killer bc when i left the room, there were bloods in my body. forced myself to wake up from that nightmare tho 😂",2
427,"MJHS 8th Grade Boys St. Clair County Champs, MJHS Girls Runner Up! Way to go Blue Devils!!  💙Ⓜ️💙 @stclairsuper @sccboe  https://t.co/sedSV5LGvB",2
428,only real ones had an obsession w the living tombstone in middle school,2
429,"Enjoy your long weekend. No school on Monday, for Dr. Martin Luther King day.",2
430,@h4rryy99 @DylanJ_vickers music in the og school 😭,2
431,@DontHateTrav Does a high school junior need to buy things??????,2
432,That school chicken pot pie tho 🔥,0
433,"@LongCovidSOS @NotTheFirstDB @skepticalzebra @bmj_latest It clearly said that they should consider long covid before lifting restrictions, that it should be a primary consideration. I disagree. Kids should go back to school, businesses should be allowed to reopen. As safely as possible, yes, but those restrictions should be lifted IMO.",2
